"Feature","Log2FC","Average level","T_statistic","P_value","Adjusted p_value","Associated proportions","Gene_ID","Description","sig","negLogPval"
"TEX12",0.266,-1.86,0.85,0.398,0.833,"None","56158","testis expressed 12","NS",0.400116927926312
"RORB",0.281,2.82,0.85,0.398,0.833,"None","6096","RAR related orphan receptor B","NS",0.400116927926312
"CCN5",0.291,-1.29,0.85,0.398,0.833,"None","8839","cellular communication network factor 5","NS",0.400116927926312
"DERL3",-0.229,2.36,-0.849,0.398,0.833,"None","91319","derlin 3","NS",0.400116927926312
"SIMC1",-0.142,3.87,-0.848,0.399,0.834,"None","375484","SUMO interacting motifs containing 1","NS",0.399027104313252
"NPDC1",-0.13,7.4,-0.848,0.399,0.833,"None","56654","neural proliferation, differentiation and control 1","NS",0.399027104313252
"DIP2B",0.16,6.16,0.848,0.399,0.833,"None","57609","disco interacting protein 2 homolog B","NS",0.399027104313252
"RPS25",0.161,8.41,0.847,0.399,0.834,"None","6230","ribosomal protein S25","NS",0.399027104313252
"NAA38",-0.144,5.09,-0.847,0.399,0.834,"None","84316","N-alpha-acetyltransferase 38, NatC auxiliary subunit","NS",0.399027104313252
"ABCB11",-0.322,-1.42,-0.848,0.399,0.834,"None","8647","ATP binding cassette subfamily B member 11","NS",0.399027104313252
"DHRS2",0.238,4.99,0.845,0.4,0.835,"None","10202","dehydrogenase/reductase 2","NS",0.397940008672038
"HIF1A-AS3",0.372,-1.07,0.846,0.4,0.835,"None","105370526","HIF1A antisense RNA 3","NS",0.397940008672038
"EMILIN1",0.216,4.17,0.846,0.4,0.835,"None","11117","elastin microfibril interfacer 1","NS",0.397940008672038
"CHRNB1",0.142,3.05,0.846,0.4,0.835,"None","1140","cholinergic receptor nicotinic beta 1 subunit","NS",0.397940008672038
"LPAR1",0.211,2.54,0.846,0.4,0.835,"None","1902","lysophosphatidic acid receptor 1","NS",0.397940008672038
"BCL6B",0.295,1.18,0.846,0.4,0.835,"None","255877","BCL6B transcription repressor","NS",0.397940008672038
"C9orf50",-0.296,-2.46,-0.853,0.4,0.835,"None","375759","chromosome 9 open reading frame 50","NS",0.397940008672038
"MDM2",0.131,5.98,0.846,0.4,0.835,"None","4193","MDM2 proto-oncogene","NS",0.397940008672038
"BTF3",0.137,7.89,0.845,0.4,0.835,"None","689","basic transcription factor 3","NS",0.397940008672038
"GLP2R",0.284,1.41,0.845,0.4,0.835,"None","9340","glucagon like peptide 2 receptor","NS",0.397940008672038
"BASP1",0.272,2.27,0.843,0.401,0.836,"None","10409","brain abundant membrane attached signal protein 1","NS",0.396855627379818
"KTI12",-0.161,2.7,-0.844,0.401,0.836,"None","112970","KTI12 chromatin associated homolog","NS",0.396855627379818
"UBLCP1",0.15,4.23,0.844,0.401,0.836,"None","134510","ubiquitin like domain containing CTD phosphatase 1","NS",0.396855627379818
"GLIS1",-0.246,-2.39,-0.849,0.401,0.836,"None","148979","GLIS family zinc finger 1","NS",0.396855627379818
"MLC1",-0.352,-2.06,-0.847,0.401,0.836,"None","23209","modulator of VRAC current 1","NS",0.396855627379818
"DESI1",-0.132,4.7,-0.843,0.401,0.836,"None","27351","desumoylating isopeptidase 1","NS",0.396855627379818
"C17orf78",0.256,-2.45,0.846,0.401,0.836,"None","284099","chromosome 17 open reading frame 78","NS",0.396855627379818
"FTCDNL1",0.198,0.607,0.843,0.401,0.836,"None","348751","formiminotransferase cyclodeaminase N-terminal like","NS",0.396855627379818
"RN7SL3",0.309,-1.69,0.846,0.401,0.835,"None","378707","RNA component of signal recognition particle 7SL3","NS",0.396855627379818
"MT1A",-0.344,0.405,-0.844,0.401,0.836,"None","4489","metallothionein 1A","NS",0.396855627379818
"RPS6",0.144,9.87,0.843,0.401,0.836,"None","6194","ribosomal protein S6","NS",0.396855627379818
"C5orf47",-0.273,-1.72,-0.843,0.402,0.836,"None","133491","chromosome 5 open reading frame 47","NS",0.39577394691553
"ISM2",0.238,-2.27,0.845,0.402,0.836,"None","145501","isthmin 2","NS",0.39577394691553
"PRSS36",0.235,-0.322,0.843,0.402,0.836,"None","146547","serine protease 36","NS",0.39577394691553
"PPM1L",-0.178,6.27,-0.843,0.402,0.836,"None","151742","protein phosphatase, Mg2+/Mn2+ dependent 1L","NS",0.39577394691553
"SMG1",0.167,6.64,0.843,0.402,0.836,"None","23049","SMG1 nonsense mediated mRNA decay associated PI3K related kinase","NS",0.39577394691553
"CYTH4",0.3,-0.79,0.842,0.402,0.836,"None","27128","cytohesin 4","NS",0.39577394691553
"LINC00222",0.259,-1.98,0.845,0.402,0.836,"None","387111","long intergenic non-protein coding RNA 222","NS",0.39577394691553
"ZNF772",0.213,2.74,0.843,0.402,0.836,"None","400720","zinc finger protein 772","NS",0.39577394691553
"RSL24D1",0.154,6.59,0.841,0.402,0.837,"None","51187","ribosomal L24 domain containing 1","NS",0.39577394691553
"VIM",0.162,7.37,0.842,0.402,0.836,"None","7431","vimentin","NS",0.39577394691553
"SCG2",-0.215,9.95,-0.843,0.402,0.836,"None","7857","secretogranin II","NS",0.39577394691553
"MAP6D1",0.234,0.412,0.842,0.402,0.836,"None","79929","MAP6 domain containing 1","NS",0.39577394691553
"SPATC1L",-0.175,3.34,-0.842,0.402,0.836,"None","84221","spermatogenesis and centriole associated 1 like","NS",0.39577394691553
"ITPRIP",0.188,4.63,0.841,0.402,0.836,"None","85450","inositol 1,4,5-trisphosphate receptor interacting protein","NS",0.39577394691553
"FAM47E-STBD1",-0.276,-2.15,-0.842,0.403,0.837,"None","100631383","FAM47E-STBD1 readthrough","NS",0.394694953858891
"GP5",-0.253,-1.37,-0.84,0.403,0.837,"None","2814","glycoprotein V platelet","NS",0.394694953858891
"SLC26A5",-0.285,-1.63,-0.84,0.403,0.837,"None","375611","solute carrier family 26 member 5","NS",0.394694953858891
"MGAT3",0.262,2.17,0.84,0.403,0.837,"None","4248","beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase","NS",0.394694953858891
"NPY5R",0.29,-1.44,0.84,0.403,0.837,"None","4889","neuropeptide Y receptor Y5","NS",0.394694953858891
"HSD17B14",0.15,4.61,0.84,0.403,0.837,"None","51171","hydroxysteroid 17-beta dehydrogenase 14","NS",0.394694953858891
"COQ3",-0.16,2.4,-0.84,0.403,0.837,"None","51805","coenzyme Q3, methyltransferase","NS",0.394694953858891
"SPATA6L",0.133,3.82,0.839,0.403,0.837,"None","55064","spermatogenesis associated 6 like","NS",0.394694953858891
"PI4K2A",-0.133,4.35,-0.841,0.403,0.837,"None","55361","phosphatidylinositol 4-kinase type 2 alpha","NS",0.394694953858891
"PRMT8",0.241,-1.76,0.841,0.403,0.837,"None","56341","protein arginine methyltransferase 8","NS",0.394694953858891
"PALB2",-0.157,2.59,-0.841,0.403,0.837,"None","79728","partner and localizer of BRCA2","NS",0.394694953858891
"PWWP2B",0.126,4.82,0.839,0.404,0.837,"None","170394","PWWP domain containing 2B","NS",0.393618634889395
"FCAR",0.263,-2.47,0.849,0.404,0.837,"None","2204","Fc fragment of IgA receptor","NS",0.393618634889395
"RCOR1",0.119,4.96,0.838,0.404,0.837,"None","23186","REST corepressor 1","NS",0.393618634889395
"FAM169A",-0.17,4.22,-0.839,0.404,0.837,"None","26049","family with sequence similarity 169 member A","NS",0.393618634889395
"PHPT1",-0.133,6.09,-0.839,0.404,0.837,"None","29085","phosphohistidine phosphatase 1","NS",0.393618634889395
"HILPDA",0.219,1.53,0.839,0.404,0.837,"None","29923","hypoxia inducible lipid droplet associated","NS",0.393618634889395
"KCNC2",0.293,0.718,0.839,0.404,0.837,"None","3747","potassium voltage-gated channel subfamily C member 2","NS",0.393618634889395
"OR1F12",-0.348,-2.04,-0.849,0.404,0.837,"None","442179","olfactory receptor family 1 subfamily F member 12","NS",0.393618634889395
"PANK1",0.34,0.527,0.838,0.404,0.837,"None","53354","pantothenate kinase 1","NS",0.393618634889395
"METTL3",0.153,4.41,0.839,0.404,0.837,"None","56339","methyltransferase like 3","NS",0.393618634889395
"RPS12",0.165,8.71,0.838,0.404,0.837,"None","6206","ribosomal protein S12","NS",0.393618634889395
"SLCO1A2",0.385,1.32,0.839,0.404,0.837,"None","6579","solute carrier organic anion transporter family member 1A2","NS",0.393618634889395
"SPRR3",-0.574,-2.02,-0.846,0.404,0.837,"None","6707","small proline rich protein 3","NS",0.393618634889395
"TTPA",0.314,-1.35,0.839,0.404,0.837,"None","7274","alpha tocopherol transfer protein","NS",0.393618634889395
"TSPAN18",-0.302,0.424,-0.838,0.404,0.837,"None","90139","tetraspanin 18","NS",0.393618634889395
"SEMA3A",-0.229,1.41,-0.836,0.405,0.837,"None","10371","semaphorin 3A","NS",0.392544976785331
"GTF3C6",0.134,4.7,0.836,0.405,0.837,"None","112495","general transcription factor IIIC subunit 6","NS",0.392544976785331
"LARGE2",-0.184,4.19,-0.837,0.405,0.837,"None","120071","LARGE xylosyl- and glucuronyltransferase 2","NS",0.392544976785331
"TPPP2",-0.29,-2.47,-0.844,0.405,0.837,"None","122664","tubulin polymerization promoting protein family member 2","NS",0.392544976785331
"DNHD1",0.155,4.39,0.836,0.405,0.837,"Endocrine","144132","dynein heavy chain domain 1","NS",0.392544976785331
"TTC9B",-0.392,-0.267,-0.836,0.405,0.837,"None","148014","tetratricopeptide repeat domain 9B","NS",0.392544976785331
"CTSS",0.28,4.51,0.836,0.405,0.837,"None","1520","cathepsin S","NS",0.392544976785331
"HYLS1",-0.16,1.12,-0.837,0.405,0.837,"None","219844","HYLS1 centriolar and ciliogenesis associated","NS",0.392544976785331
"PRKD3",0.157,5.69,0.836,0.405,0.837,"None","23683","protein kinase D3","NS",0.392544976785331
"BRINP3",-0.246,-1.5,-0.838,0.405,0.837,"None","339479","BMP/retinoic acid inducible neural specific 3","NS",0.392544976785331
"IPP",0.144,3.5,0.836,0.405,0.837,"None","3652","intracisternal A particle-promoted polypeptide","NS",0.392544976785331
"ITLN1",-0.335,-1.77,-0.84,0.405,0.837,"None","55600","intelectin 1","NS",0.392544976785331
"ALPK3",-0.165,7.39,-0.836,0.405,0.837,"Endocrine","57538","alpha kinase 3","NS",0.392544976785331
"RPS6KA1",0.144,4.28,0.837,0.405,0.837,"None","6195","ribosomal protein S6 kinase A1","NS",0.392544976785331
"ZNF177",0.228,-2.5,0.841,0.405,0.837,"None","7730","zinc finger protein 177","NS",0.392544976785331
"TMPRSS5",-0.274,-0.0604,-0.836,0.405,0.837,"None","80975","transmembrane serine protease 5","NS",0.392544976785331
"DIAPH3",-0.343,-1.33,-0.837,0.405,0.837,"None","81624","diaphanous related formin 3","NS",0.392544976785331
"ARHGEF7",-0.128,6.04,-0.836,0.405,0.837,"None","8874","Rho guanine nucleotide exchange factor 7","NS",0.392544976785331
"NUP58",0.142,6.08,0.836,0.405,0.837,"None","9818","nucleoporin 58","NS",0.392544976785331
"ZG16B",0.299,0.0273,0.835,0.406,0.838,"None","124220","zymogen granule protein 16B","NS",0.391473966422806
"CREB3L4",0.146,2.55,0.834,0.406,0.838,"None","148327","cAMP responsive element binding protein 3 like 4","NS",0.391473966422806
"MAMSTR",0.238,-0.265,0.835,0.406,0.838,"None","284358","MEF2 activating motif and SAP domain containing transcriptional regulator","NS",0.391473966422806
"IFIT1B",0.477,-1.44,0.838,0.406,0.837,"None","439996","interferon induced protein with tetratricopeptide repeats 1B","NS",0.391473966422806
"ZFYVE28",-0.136,4.18,-0.835,0.406,0.838,"None","57732","zinc finger FYVE-type containing 28","NS",0.391473966422806
"MINDY3",0.119,3.96,0.834,0.406,0.838,"None","80013","MINDY lysine 48 deubiquitinase 3","NS",0.391473966422806
"INO80B",-0.223,-0.274,-0.835,0.406,0.838,"None","83444","INO80 complex subunit B","NS",0.391473966422806
"RPRML",0.244,-2.43,0.836,0.407,0.839,"None","388394","reprimo like","NS",0.39040559077478
"SPDYE2",0.228,-2,0.833,0.407,0.84,"None","441273","speedy/RINGO cell cycle regulator family member E2","NS",0.39040559077478
"PGF",0.224,1.9,0.834,0.407,0.839,"None","5228","placental growth factor","NS",0.39040559077478
"LRRC20",-0.147,3.66,-0.832,0.407,0.84,"None","55222","leucine rich repeat containing 20","NS",0.39040559077478
"TMEM39A",-0.16,6.11,-0.833,0.407,0.839,"None","55254","transmembrane protein 39A","NS",0.39040559077478
"APOL1",0.169,3.52,0.833,0.407,0.84,"Non-endocrine","8542","apolipoprotein L1","NS",0.39040559077478
"RAB3C",-0.233,6,-0.832,0.408,0.84,"None","115827","RAB3C, member RAS oncogene family","NS",0.38933983691012
"LYSMD3",-0.165,5.52,-0.831,0.408,0.84,"None","116068","LysM domain containing 3","NS",0.38933983691012
"TMEM74",-0.275,-0.0707,-0.832,0.408,0.84,"Endocrine","157753","transmembrane protein 74","NS",0.38933983691012
"FAT1",-0.176,7.42,-0.831,0.408,0.84,"None","2195","FAT atypical cadherin 1","NS",0.38933983691012
"TERB1",-0.247,-1.55,-0.832,0.408,0.84,"None","283847","telomere repeat binding bouquet formation protein 1","NS",0.38933983691012
"PACSIN1",0.171,2.79,0.83,0.408,0.84,"None","29993","protein kinase C and casein kinase substrate in neurons 1","NS",0.38933983691012
"SHISA6",-0.332,3.52,-0.831,0.408,0.84,"None","388336","shisa family member 6","NS",0.38933983691012
"PDE6H",-0.259,-2.81,-0.839,0.408,0.84,"None","5149","phosphodiesterase 6H","NS",0.38933983691012
"PDP2",-0.134,3.29,-0.831,0.408,0.84,"None","57546","pyruvate dehyrogenase phosphatase catalytic subunit 2","NS",0.38933983691012
"SLC16A2",0.121,3.31,0.832,0.408,0.84,"None","6567","solute carrier family 16 member 2","NS",0.38933983691012
"TAP1",0.222,4.6,0.831,0.408,0.84,"None","6890","transporter 1, ATP binding cassette subfamily B member","NS",0.38933983691012
"TF",-0.298,0.477,-0.83,0.408,0.84,"None","7018","transferrin","NS",0.38933983691012
"TXNDC5",-0.147,3.21,-0.832,0.408,0.84,"None","81567","thioredoxin domain containing 5","NS",0.38933983691012
"SLC16A6",-0.332,-0.0682,-0.831,0.408,0.84,"None","9120","solute carrier family 16 member 6","NS",0.38933983691012
"CHD1L",-0.181,2.76,-0.832,0.408,0.84,"None","9557","chromodomain helicase DNA binding protein 1 like","NS",0.38933983691012
"INSL5",-0.459,-2.32,-0.838,0.409,0.84,"None","10022","insulin like 5","NS",0.388276691992658
"ACOT7",-0.154,3.51,-0.829,0.409,0.84,"None","11332","acyl-CoA thioesterase 7","NS",0.388276691992658
"CTHRC1",0.187,1.66,0.83,0.409,0.84,"None","115908","collagen triple helix repeat containing 1","NS",0.388276691992658
"RPL22L1",0.163,4.21,0.83,0.409,0.84,"None","200916","ribosomal protein L22 like 1","NS",0.388276691992658
"FOXC2",-0.308,-0.817,-0.83,0.409,0.84,"None","2303","forkhead box C2","NS",0.388276691992658
"INPP5B",-0.122,4.27,-0.829,0.409,0.84,"None","3633","inositol polyphosphate-5-phosphatase B","NS",0.388276691992658
"LCT",-0.243,-2.55,-0.833,0.409,0.84,"None","3938","lactase","NS",0.388276691992658
"HIKESHI",-0.129,4.07,-0.829,0.409,0.84,"None","51501","heat shock protein nuclear import factor hikeshi","NS",0.388276691992658
"PGLYRP4",-0.374,-2.35,-0.84,0.409,0.84,"None","57115","peptidoglycan recognition protein 4","NS",0.388276691992658
"RAD9A",-0.128,3.82,-0.829,0.409,0.84,"None","5883","RAD9 checkpoint clamp component A","NS",0.388276691992658
"SLC25A20",0.179,3.45,0.829,0.409,0.84,"None","788","solute carrier family 25 member 20","NS",0.388276691992658
"ELMO3",0.114,4.88,0.83,0.409,0.84,"None","79767","engulfment and cell motility 3","NS",0.388276691992658
"LGR5",-0.254,-0.71,-0.829,0.409,0.84,"None","8549","leucine rich repeat containing G protein-coupled receptor 5","NS",0.388276691992658
"YARS1",-0.138,6.38,-0.83,0.409,0.84,"None","8565","tyrosyl-tRNA synthetase 1","NS",0.388276691992658
"RECQL4",-0.153,1.86,-0.83,0.409,0.84,"None","9401","RecQ like helicase 4","NS",0.388276691992658
"USP34",0.141,7.07,0.83,0.409,0.84,"None","9736","ubiquitin specific peptidase 34","NS",0.388276691992658
"SIK1B",-0.363,3.95,-0.828,0.41,0.84,"None","102724428","salt inducible kinase 1B (putative)","NS",0.387216143280265
"TOMM34",-0.162,6.02,-0.828,0.41,0.84,"None","10953","translocase of outer mitochondrial membrane 34","NS",0.387216143280265
"BTN2A1",-0.128,4.68,-0.828,0.41,0.84,"None","11120","butyrophilin subfamily 2 member A1","NS",0.387216143280265
"ZNF540",0.257,1.98,0.827,0.41,0.84,"None","163255","zinc finger protein 540","NS",0.387216143280265
"RASSF6",-0.185,4.52,-0.827,0.41,0.84,"None","166824","Ras association domain family member 6","NS",0.387216143280265
"FAM241B",-0.127,2.85,-0.827,0.41,0.84,"None","219738","family with sequence similarity 241 member B","NS",0.387216143280265
"MAP3K15",-0.159,4.77,-0.827,0.41,0.84,"Endocrine","389840","mitogen-activated protein kinase kinase kinase 15","NS",0.387216143280265
"SPDYE5",-0.298,-0.916,-0.828,0.41,0.84,"None","442590","speedy/RINGO cell cycle regulator family member E5","NS",0.387216143280265
"PTOV1",-0.109,6.42,-0.827,0.41,0.84,"None","53635","PTOV1 extended AT-hook containing adaptor protein","NS",0.387216143280265
"BID",0.157,3.59,0.827,0.41,0.84,"None","637","BH3 interacting domain death agonist","NS",0.387216143280265
"SFRP2",0.392,3.92,0.827,0.41,0.84,"None","6423","secreted frizzled related protein 2","NS",0.387216143280265
"SIPA1",0.194,2.57,0.828,0.41,0.84,"Non-endocrine","6494","signal-induced proliferation-associated 1","NS",0.387216143280265
"HNF1A",-0.166,3.41,-0.827,0.41,0.84,"None","6927","HNF1 homeobox A","NS",0.387216143280265
"SYDE1",0.188,2.15,0.828,0.41,0.84,"None","85360","synapse defective Rho GTPase homolog 1","NS",0.387216143280265
"HS3ST3A1",0.294,-1.05,0.827,0.41,0.84,"None","9955","heparan sulfate-glucosamine 3-sulfotransferase 3A1","NS",0.387216143280265
"LRRC23",-0.131,3.83,-0.825,0.411,0.841,"None","10233","leucine rich repeat containing 23","NS",0.386158178123931
"RIPOR3",0.228,1.92,0.827,0.411,0.84,"None","140876","RIPOR family member 3","NS",0.386158178123931
"ADAD2",-0.272,-2.02,-0.827,0.411,0.841,"None","161931","adenosine deaminase domain containing 2","NS",0.386158178123931
"PEX14",0.121,3.67,0.826,0.411,0.841,"None","5195","peroxisomal biogenesis factor 14","NS",0.386158178123931
"HAPLN2",-0.314,-0.876,-0.826,0.411,0.841,"None","60484","hyaluronan and proteoglycan link protein 2","NS",0.386158178123931
"RPL5",0.132,9.88,0.826,0.411,0.841,"None","6125","ribosomal protein L5","NS",0.386158178123931
"MICAL1",-0.138,5.65,-0.827,0.411,0.84,"None","64780","microtubule associated monooxygenase, calponin and LIM domain containing 1","NS",0.386158178123931
"TULP3",-0.152,4.11,-0.825,0.411,0.841,"None","7289","TUB like protein 3","NS",0.386158178123931
"CBR4",0.208,3.86,0.826,0.411,0.841,"None","84869","carbonyl reductase 4","NS",0.386158178123931
"GIMD1",0.321,-2.15,0.83,0.412,0.841,"None","100507096","GIMAP family P-loop NTPase domain containing 1","NS",0.385102783966865
"NPC2",0.121,6.18,0.825,0.412,0.841,"None","10577","NPC intracellular cholesterol transporter 2","NS",0.385102783966865
"LSM11",0.204,1.84,0.824,0.412,0.841,"None","134353","LSM11, U7 small nuclear RNA associated","NS",0.385102783966865
"DYDC1",-0.311,-2.44,-0.83,0.412,0.841,"None","143241","DPY30 domain containing 1","NS",0.385102783966865
"CYP2A6",0.377,-0.385,0.825,0.412,0.841,"None","1548","cytochrome P450 family 2 subfamily A member 6","NS",0.385102783966865
"GGT1",0.263,1.33,0.823,0.412,0.842,"Non-endocrine","2678","gamma-glutamyltransferase 1","NS",0.385102783966865
"INVS",-0.114,4.06,-0.825,0.412,0.841,"None","27130","inversin","NS",0.385102783966865
"NFX1",-0.142,5.88,-0.824,0.412,0.841,"None","4799","nuclear transcription factor, X-box binding 1","NS",0.385102783966865
"ARL17A",0.215,2.2,0.825,0.412,0.841,"None","51326","ADP ribosylation factor like GTPase 17A","NS",0.385102783966865
"PENK",0.316,-2.07,0.827,0.412,0.841,"None","5179","proenkephalin","NS",0.385102783966865
"PCDHGA7",0.183,0.794,0.824,0.412,0.841,"None","56108","protocadherin gamma subfamily A, 7","NS",0.385102783966865
"AKR1D1",-0.254,-2.33,-0.827,0.412,0.841,"None","6718","aldo-keto reductase family 1 member D1","NS",0.385102783966865
"ZNF20",-0.195,0.123,-0.825,0.412,0.841,"None","7568","zinc finger protein 20","NS",0.385102783966865
